DEVICECLASSID,DEVICEID,UNIQUEMSID,SALESTRANSACTIONNO,COUNT(1), 
411,411223,1653,2587482,2, 
411,411223,1655,2598697,2, 
411,411223,1673,2645279,2, 
411,411223,1673,2645294,2, 
411,411223,1676,2655650,2, 
411,411223,1676,2657304,2, 
411,411223,1679,2661155,2, 
411,411224,1662,2220453,2, 
411,411224,1668,2237308,2, 
411,411224,1684,2270342,2, 
411,411224,1687,2277425,2, 
411,411224,1687,2278514,2, 
411,411224,1687,2278515,2, 
411,411224,1690,2284462,2, 
411,411225,1656,2054073,2, 
411,411225,1656,2054193,2, 
411,411225,1658,2057596,2, 
411,411225,1687,2094414,2, 
411,411225,1687,2094986,2, 
411,411226,1659,1251543,2, 
411,411226,1668,1258900,2, 
411,411226,1687,1275169,2, 
411,411226,1690,1276550,2, 
411,411227,1639,472422,2, 
411,411227,1653,476928,2, 
411,411227,1653,476929,2, 
411,411228,1656,461231,2, 
411,411229,1589,432105,2, 
411,411229,1595,434216,2, 
411,411230,1538,453403,2, 
411,411231,1561,887301,2, 
411,411231,1561,887308,2, 
411,411231,1561,887310,2, 
411,411231,1561,887333,2, 
411,411231,1561,887504,2, 
411,411231,1561,888288,2, 
411,411231,1562,889510,2, 
411,411231,1586,29619,2, 
411,411232,1558,1661573,2, 
411,411232,1558,1661628,2, 
411,411232,1558,1661742,2, 
411,411232,1558,1661743,2, 
411,411232,1558,1661916,2, 
411,411232,1558,1662099,2, 
411,411232,1559,1664167,2, 
411,411232,1564,1669193,2, 
411,411232,1585,1708152,2, 
411,411232,1585,1708171,2, 
411,411232,1585,1708172,2, 
411,411232,1585,1709674,2, 
411,411232,1585,1709675,2, 
411,411232,1586,1710334,2, 
411,411232,1586,1710335,2, 
411,411232,1588,1712261,2, 
411,411234,1561,249874,2, 
411,411234,1561,250133,2, 
411,411234,1589,268490,2, 
411,411235,1588,487891,2, 
411,411236,1564,783318,2, 
411,411237,1560,1273749,2, 
411,411237,1567,1281659,2, 
411,411237,1591,1309267,2, 
411,411237,1596,1316337,2, 
411,411238,1563,238244,2, 
411,411238,1563,238319,2, 
411,411238,1563,238437,2, 
411,411238,1563,238609,2, 
411,411238,1563,238895,2, 
411,411238,1563,239381,2, 
411,411238,1564,239455,2, 
411,411238,1582,261609,2, 
411,411238,1591,270625,2, 
411,411238,1591,270755,2, 
411,411239,1571,708660,2, 
411,411239,1571,708716,2, 
411,411239,1571,708808,2, 
411,411239,1571,708853,2, 
411,411239,1572,709358,2, 
411,411239,1599,728639,2, 
411,411239,1602,730309,2, 
411,411240,1600,946800,2, 
411,411240,1600,946708,2, 
411,411240,1600,946786,2, 
411,411240,1600,946791,2, 
411,411240,1600,946874,2, 
411,411240,1600,947195,2, 
411,411240,1572,924721,2, 
411,411240,1572,924819,2, 
411,411240,1572,924858,2, 
411,411240,1572,924969,2, 
411,411240,1573,925435,2, 
411,411240,1573,925436,2, 
411,411241,1571,1357741,2, 
411,411241,1584,1371217,2, 
411,411241,1599,1390684,2, 
411,411241,1603,1395888,2, 
411,411242,1571,1971976,2, 
411,411242,1571,1972019,2, 
411,411242,1582,1988790,2, 
411,411242,1599,2016354,2, 
411,411242,1599,2016371,2, 
411,411242,1599,2016377,2, 
411,411243,1570,90473,2, 
411,411243,1570,90474,2, 
411,411243,1570,91698,2, 
411,411243,1589,114890,2, 
411,411243,1597,128906,2, 
411,411243,1598,129633,2, 
411,411243,1598,129634,2, 
411,411243,1598,129736,2, 
411,411243,1598,129752,2, 
411,411243,1599,133047,2, 
411,411243,1599,133139,2, 
411,411244,1702,253346,2, 
411,411244,1702,253361,2, 
411,411244,1705,253951,2, 
411,411245,1683,409937,2, 
411,411245,1683,410021,2, 
411,411245,1710,419813,2, 
411,411245,1710,419854,2, 
411,411245,1710,419863,2, 
411,411246,1682,653918,2, 
411,411246,1682,653959,2, 
411,411246,1682,654041,2, 
411,411246,1682,654056,2, 
411,411246,1684,655193,2, 
411,411246,1709,668096,2, 
411,411246,1709,668239,2, 
411,411246,1709,668279,2, 
411,411247,1361,1253488,2, 
411,411247,1361,1253558,2, 
411,411247,1361,1253893,2, 
411,411247,1381,1276329,2, 
411,411247,1390,1286310,2, 
411,411247,1390,1286383,2, 
411,411247,1390,1286384,2, 
411,411247,1390,1286413,2, 
411,411247,1390,1286837,2, 
411,411247,1394,1290693,2, 
411,411248,1360,664261,2, 
411,411248,1362,666253,2, 
411,411248,1380,678565,2, 
411,411248,1389,684478,2, 
411,411249,1361,494437,2, 
411,411249,1361,494696,2, 
411,411249,1390,507718,2, 
411,411249,1390,507719,2, 
411,411250,1361,255686,2, 
411,411250,1393,262881,2, 
411,411252,1452,56100,2, 
411,411252,1452,55982,2, 
411,411252,1452,56022,2, 
411,411252,1452,56028,2, 
411,411252,1452,56029,2, 
411,411252,1452,56061,2, 
411,411252,1452,56194,2, 
411,411252,1452,56195,2, 
411,411252,1452,56196,2, 
411,411252,1452,56395,2, 
411,411252,1452,56396,2, 
411,411252,1452,56397,2, 
411,411252,1452,56471,2, 
411,411252,1453,57357,2, 
411,411252,1479,79010,2, 
411,411252,1479,79306,2, 
411,411253,1447,31798,2, 
411,411254,840,285728,2, 
411,411254,867,307490,2, 
411,411254,867,307832,2, 
411,411254,871,309657,2, 
411,411255,818,740,2, 
411,411255,845,31679,2, 
411,411255,845,31791,2, 
411,411255,845,32209,2, 
411,411255,848,33634,2, 
411,411255,849,34605,2, 
411,411256,852,1303859,2, 
411,411256,852,1303863,2, 
411,411256,852,1304241,2, 
411,411256,852,1304529,2, 
411,411256,853,1305658,2, 
411,411256,853,1305920,2, 
411,411256,879,1344172,2, 
411,411256,879,1344856,2, 
411,411256,883,1350564,2, 
411,411258,269,87089,2, 
411,411264,1617,1098504,2, 
411,411264,1617,1098597,2, 
411,411264,1617,1098753,2, 
411,411264,1617,1098944,2, 
411,411264,1629,1106806,2, 
411,411264,1637,1115036,2, 
411,411264,1644,1119655,2, 
411,411264,1644,1119661,2, 
411,411264,1651,1125646,2, 
411,411264,1651,1125647,2, 
411,411265,1615,750347,2, 
411,411265,1615,750433,2, 
411,411265,1623,752653,2, 
411,411265,1645,764810,2, 
411,411266,1616,738904,2, 
411,411266,1616,739410,2, 
411,411266,1616,739539,2, 
411,411266,1643,755241,2, 
411,411266,1646,756012,2, 
411,411267,1616,571804,2, 
411,411267,1616,571812,2, 
411,411267,1643,585546,2, 
411,411267,1644,585928,2, 
411,411267,1645,586294,2, 
411,411269,1632,902121,2, 
411,411269,1632,902216,2, 
411,411269,1632,902278,2, 
411,411269,1632,902380,2, 
411,411269,1632,902431,2, 
411,411269,1632,902708,2, 
411,411269,1632,902709,2, 
411,411269,1632,902730,2, 
411,411269,1632,902762,2, 
411,411269,1632,902923,2, 
411,411269,1632,902939,2, 
411,411269,1632,903040,2, 
411,411269,1633,903414,2, 
411,411269,1659,929749,2, 
411,411269,1659,929775,2, 
411,411269,1659,929834,2, 
411,411269,1659,929899,2, 
411,411269,1662,930950,2, 
411,411270,1630,218394,2, 
411,411270,1630,218433,2, 
411,411270,1630,218614,2, 
411,411270,1630,218756,2, 
411,411270,1630,218769,2, 
411,411270,1630,218774,2, 
411,411270,1630,218866,2, 
411,411270,1631,219568,2, 
411,411270,1657,240725,2, 
411,411270,1657,240777,2, 
411,411270,1657,241320,2, 
411,411270,1661,244376,2, 
411,411271,1631,1037410,2, 
411,411271,1631,1037411,2, 
411,411271,1658,1054896,2, 
411,411271,1658,1054928,2, 
411,411272,1632,1183819,2, 
411,411272,1632,1183834,2, 
411,411272,1632,1184117,2, 
411,411272,1632,1184187,2, 
411,411272,1632,1184365,2, 
411,411272,1632,1184408,2, 
411,411272,1659,1205391,2, 
411,411272,1659,1205550,2, 
411,411272,1659,1205557,2, 
411,411272,1659,1205612,2, 
411,411272,1659,1205835,2, 
411,411272,1660,1206268,2, 
411,411272,1666,1210950,2, 
411,411273,1638,1406041,2, 
411,411273,1638,1406164,2, 
411,411273,1638,1406381,2, 
411,411273,1638,1406469,2, 
411,411273,1666,1435293,2, 
411,411273,1666,1435317,2, 
411,411273,1666,1435471,2, 
411,411273,1666,1435656,2, 
411,411274,1629,282415,2, 
411,411274,1629,282506,2, 
411,411274,1629,282826,2, 
411,411274,1629,283008,2, 
411,411274,1630,283216,2, 
411,411274,1632,285229,2, 
411,411274,1658,303300,2, 
411,411274,1658,303299,2, 
411,411274,1661,305161,2, 
411,411274,1661,305254,2, 
411,411274,1665,309165,2, 
411,411275,1625,127934,2, 
411,411275,1654,146369,2, 
411,411275,1654,146370,2, 
411,411275,1654,146475,2, 
411,411276,1637,1335950,2, 
411,411276,1637,1335951,2, 
411,411276,1637,1336030,2, 
411,411276,1637,1336040,2, 
411,411276,1637,1336118,2, 
411,411276,1637,1336119,2, 
411,411276,1637,1336402,2, 
411,411276,1637,1336439,2, 
411,411276,1637,1336482,2, 
411,411276,1638,1337566,2, 
411,411276,1666,1362923,2, 
411,411276,1666,1363236,2, 
411,411276,1669,1366179,2, 
411,411277,1638,1302321,2, 
411,411277,1638,1302382,2, 
411,411277,1638,1302434,2, 
411,411277,1638,1302938,2, 
411,411277,1638,1303009,2, 
411,411277,1638,1303431,2, 
411,411277,1638,1303471,2, 
411,411277,1647,1312712,2, 
411,411277,1650,1317002,2, 
411,411277,1650,1317019,2, 
411,411277,1664,1340214,2, 
411,411277,1667,1345300,2, 
411,411277,1667,1344795,2, 
411,411277,1667,1344908,2, 
411,411277,1667,1345010,2, 
411,411277,1667,1345094,2, 
411,411277,1667,1345095,2, 
411,411277,1667,1345234,2, 
411,411277,1667,1345309,2, 
411,411277,1667,1345335,2, 
411,411277,1667,1345436,2, 
411,411277,1667,1345519,2, 
411,411277,1670,1347763,2, 
411,411278,1607,1227812,2, 
411,411278,1607,1228105,2, 
411,411278,1607,1228152,2, 
411,411278,1607,1228347,2, 
411,411278,1608,1230071,2, 
411,411278,1619,1241281,2, 
411,411278,1619,1241282,2, 
411,411278,1636,1267883,2, 
411,411278,1636,1268014,2, 
411,411278,1636,1268021,2, 
411,411278,1636,1268105,2, 
411,411278,1636,1268116,2, 
411,411278,1636,1268162,2, 
411,411278,1636,1268237,2, 
411,411278,1636,1268358,2, 
411,411278,1636,1268503,2, 
411,411278,1638,1270555,2, 
411,411283,1645,861056,2, 
411,411283,1645,861169,2, 
411,411283,1645,861172,2, 
411,411283,1645,861221,2, 
411,411283,1645,861269,2, 
411,411283,1645,861432,2, 
411,411283,1672,885385,2, 
411,411283,1673,885656,2, 
411,411283,1673,885927,2, 
411,411283,1673,885959,2, 
411,411283,1673,886052,2, 
411,411283,1673,886189,2, 
411,411283,1676,887985,2, 
411,411283,1679,891512,2, 
411,411284,1642,1265569,2, 
411,411284,1642,1265610,2, 
411,411284,1642,1265647,2, 
411,411284,1642,1265648,2, 
411,411284,1646,1269021,2, 
411,411284,1669,1288542,2, 
411,411284,1670,1288809,2, 
411,411284,1670,1288832,2, 
411,411284,1670,1289053,2, 
411,411284,1670,1289201,2, 
411,411284,1674,1292068,2, 
411,411284,1674,1292259,2, 
411,411285,1656,752871,2, 
411,411285,1656,752902,2, 
411,411285,1656,753253,2, 
411,411285,1656,753303,2, 
411,411285,1656,753304,2, 
411,411285,1661,757168,2, 
411,411286,1641,1196242,2, 
411,411286,1641,1196532,2, 
411,411286,1641,1196613,2, 
411,411286,1641,1196663,2, 
411,411286,1647,1200006,2, 
411,411286,1647,1200007,2, 
411,411286,1647,1200184,2, 
411,411286,1649,1200979,2, 
411,411286,1669,1218585,2, 
411,411286,1669,1218592,2, 
411,411286,1669,1218612,2, 
411,411286,1669,1218717,2, 
411,411286,1669,1219012,2, 
411,411286,1669,1219065,2, 
411,411286,1669,1219191,2, 
411,411286,1669,1219207,2, 
411,411286,1669,1219289,2, 
411,411286,1672,1221004,2, 
411,411288,1671,1202383,2, 
411,411288,1671,1202497,2, 
411,411288,1671,1202512,2, 
411,411288,1671,1202538,2, 
411,411288,1671,1203006,2, 
411,411288,1672,1203592,2, 
411,411288,1677,1207362,2, 
411,411288,1679,1209305,2, 
411,411288,1679,1209306,2, 
411,411288,1699,1232563,2, 
411,411288,1699,1232642,2, 
411,411288,1699,1232779,2, 
411,411288,1699,1232831,2, 
411,411288,1699,1232867,2, 
411,411288,1699,1232891,2, 
411,411288,1699,1232997,2, 
411,411288,1699,1233122,2, 
411,411288,1699,1233137,2, 
411,411288,1701,1234650,2, 
411,411288,1702,1234834,2, 
411,411289,1669,1483422,2, 
411,411289,1669,1483436,2, 
411,411289,1669,1483463,2, 
411,411289,1669,1483679,2, 
411,411289,1669,1483715,2, 
411,411289,1669,1483779,2, 
411,411289,1669,1483960,2, 
411,411289,1669,1483961,2, 
411,411289,1669,1484089,2, 
411,411289,1669,1484122,2, 
411,411289,1670,1484978,2, 
411,411289,1670,1485373,2, 
411,411289,1671,1486153,2, 
411,411289,1675,1488895,2, 
411,411289,1684,1500884,2, 
411,411289,1694,1511142,2, 
411,411289,1697,1514365,2, 
411,411289,1697,1514448,2, 
411,411289,1697,1514450,2, 
411,411289,1697,1514483,2, 
411,411289,1697,1514570,2, 
411,411289,1697,1514795,2, 
411,411289,1697,1514937,2, 
411,411289,1697,1514989,2, 
411,411289,1697,1515215,2, 
411,411289,1698,1515606,2, 
411,411289,1698,1516289,2, 
411,411289,1701,1518639,2, 
411,411289,1701,1518646,2, 
411,411289,1701,1519158,2, 
411,411290,1700,1221463,2, 
411,411290,1700,1221708,2, 
411,411290,1700,1221713,2, 
411,411290,1672,1197215,2, 
411,411290,1672,1197216,2, 
411,411290,1672,1197284,2, 
411,411290,1672,1197592,2, 
411,411290,1674,1198917,2, 
411,411290,1678,1201124,2, 
411,411290,1683,1206483,2, 
411,411290,1687,1210730,2, 
411,411290,1703,1223856,2, 
411,411291,1700,416949,2, 
411,411291,1700,417169,2, 
411,411291,1700,417329,2, 
411,411291,1672,394020,2, 
411,411291,1672,394029,2, 
411,411291,1672,394043,2, 
411,411291,1672,394307,2, 
411,411291,1673,395031,2, 
411,411291,1673,395362,2, 
411,411291,1703,418922,2, 
411,411291,1703,419112,2, 
411,411295,1581,215203,2, 
411,411295,1581,215889,2, 
411,411295,1582,217268,2, 
411,411295,1584,221468,2, 
411,411295,1590,234779,2, 
411,411295,1608,266172,2, 
411,411295,1609,267948,2, 
411,411295,1609,268045,2, 
411,411295,1609,268113,2, 
411,411295,1612,272816,2, 
411,411296,1609,708272,2, 
411,411296,1609,708417,2, 
411,411296,1609,708593,2, 
411,411296,1613,713339,2, 
411,411296,1617,717382,2, 
411,411296,1637,741221,2, 
411,411296,1639,743713,2, 
411,411296,1645,749997,2, 
411,411297,1618,1753237,2, 
411,411297,1618,1753667,2, 
411,411297,1618,1753668,2, 
411,411297,1626,1762123,2, 
411,411297,1646,1790446,2, 
411,411297,1648,1792294,2, 
411,411297,1651,1795153,2, 
411,411298,1617,1829028,2, 
411,411298,1617,1829167,2, 
411,411298,1617,1829582,2, 
411,411298,1619,1831508,2, 
411,411298,1643,1854391,2, 
411,411298,1645,1856402,2, 
411,411298,1645,1856832,2, 
411,411298,1645,1856833,2, 
411,411298,1646,1857615,2, 
411,411298,1646,1857617,2, 
411,411298,1646,1857803,2, 
411,411298,1650,1862015,2, 
411,411301,1569,678825,2, 
411,411301,1570,679949,2, 
411,411301,1598,716308,2, 
411,411301,1598,716643,2, 
411,411301,1598,717237,2, 
411,411302,1569,2036530,2, 
411,411302,1569,2036531,2, 
411,411302,1598,2080735,2, 
411,411302,1598,2080825,2, 
411,411302,1598,2080976,2, 
411,411302,1599,2083280,2, 
411,411302,1601,2085071,2, 
411,411302,1602,2086685,2, 
411,411302,1605,2092185,2, 
411,411302,1605,2092186,2, 
411,411303,1600,2299280,2, 
411,411303,1600,2299281,2, 
411,411303,1569,2245457,2, 
411,411303,1569,2245593,2, 
411,411303,1570,2247944,2, 
411,411303,1598,2295839,2, 
411,411303,1598,2296040,2, 
411,411303,1598,2296063,2, 
411,411303,1598,2296081,2, 
411,411303,1602,2303587,2, 
411,411304,1488,1139283,2, 
411,411304,1489,1141615,2, 
411,411304,1491,1145846,2, 
411,411304,1495,1156758,2, 
411,411304,1501,1170597,2, 
411,411304,1501,1170598,2, 
411,411304,1514,1198198,2, 
411,411304,1517,1203144,2, 
411,411304,1519,1208277,2, 
411,411304,1521,1211739,2, 
411,411305,1493,3103191,2, 
411,411305,1507,3125117,2, 
411,411305,1523,3150859,2, 
411,411305,1525,3153818,2, 
411,411307,1443,962387,2, 
411,411307,1452,968894,2, 
411,411308,1421,622890,2, 
411,411309,1454,725871,2, 
411,411309,1454,725872,2, 
411,411309,1455,726415,2, 
411,411309,1459,728858,2, 
411,411310,1422,1536432,2, 
411,411310,1422,1536481,2, 
411,411310,1422,1536482,2, 
411,411310,1422,1537338,2, 
411,411310,1452,1578667,2, 
411,411310,1452,1578783,2, 
411,411310,1453,1579342,2, 
411,411310,1453,1579343,2, 
411,411310,1455,1579933,2, 
411,411310,1455,1580071,2, 
411,411310,1457,1582590,2, 
411,411311,1453,2249631,2, 
411,411311,1453,2249661,2, 
411,411311,1453,2249679,2, 
411,411311,1453,2250913,2, 
411,411311,1454,2251834,2, 
411,411311,1454,2251835,2, 
411,411311,1454,2253241,2, 
411,411311,1454,2253681,2, 
411,411311,1455,2254867,2, 
411,411311,1458,2258375,2, 
411,411311,1459,2260482,2, 
411,411311,1460,2264232,2, 
411,411311,1461,2262360,2, 
411,411311,1466,2279883,2, 
411,411311,1466,2279884,2, 
411,411311,1486,2314486,2, 
411,411311,1486,2314527,2, 
411,411311,1486,2314565,2, 
411,411311,1486,2314606,2, 
411,411311,1486,2314620,2, 
411,411311,1486,2314632,2, 
411,411311,1486,2314633,2, 
411,411311,1486,2314650,2, 
411,411311,1486,2315656,2, 
411,411311,1486,2315739,2, 
411,411311,1486,2315740,2, 
411,411311,1486,2315818,2, 
411,411311,1486,2315819,2, 
411,411311,1486,2315822,2, 
411,411311,1486,2316177,2, 
411,411312,1419,1584014,2, 
411,411312,1419,1584052,2, 
411,411312,1419,1584925,2, 
411,411312,1424,1593170,2, 
411,411312,1449,1642351,2, 
411,411312,1453,1650257,2, 
411,411314,1530,36263,2, 
411,411314,1533,38958,2, 
411,411315,1557,1486576,2, 
411,411315,1562,1494397,2, 
411,411315,1575,1506725,2, 
411,411315,1575,1507143,2, 
411,411317,1539,1425111,2, 
411,411317,1539,1426074,2, 
411,411317,1540,1426589,2, 
411,411317,1551,1447678,2, 
411,411317,1553,1453662,2, 
411,411317,1563,1471993,2, 
411,411317,1566,1475941,2, 
411,411317,1566,1475974,2, 
411,411317,1568,1481284,2, 
411,411317,1571,1485247,2, 
411,411318,1543,2179639,2, 
411,411318,1544,2182065,2, 
411,411318,1544,2182445,2, 
411,411318,1544,2182446,2, 
411,411318,1552,2194343,2, 
411,411318,1562,2214087,2, 
411,411318,1566,2221461,2, 
411,411318,1570,2227867,2, 
411,411318,1571,2230808,2, 
411,411318,1573,2232573,2, 
411,411318,1573,2233378,2, 
411,411319,1567,872108,2, 
411,411320,1478,1482547,2, 
411,411320,1478,1482580,2, 
411,411320,1478,1482715,2, 
411,411320,1478,1482808,2, 
411,411320,1478,1482907,2, 
411,411320,1478,1483173,2, 
411,411320,1478,1484036,2, 
411,411320,1479,1486012,2, 
411,411320,1506,1555937,2, 
411,411320,1506,1556018,2, 
411,411320,1508,1562221,2, 
411,411320,1509,1563661,2, 
411,411320,1509,1564397,2, 
411,411321,1476,2070652,2, 
411,411321,1476,2073328,2, 
411,411321,1479,2079380,2, 
411,411321,1479,2081306,2, 
411,411321,1491,2118566,2, 
411,411321,1491,2120844,2, 
411,411321,1504,2155618,2, 
411,411321,1504,2155633,2, 
411,411321,1504,2155703,2, 
411,411321,1504,2155704,2, 
411,411321,1504,2155741,2, 
411,411321,1504,2155780,2, 
411,411321,1504,2155789,2, 
411,411321,1504,2156188,2, 
411,411321,1504,2157487,2, 
411,411321,1509,2171728,2, 
411,411322,1485,2679565,2, 
411,411322,1487,2684702,2, 
411,411322,1488,2689624,2, 
411,411322,1502,2718000,2, 
411,411322,1502,2717921,2, 
411,411322,1502,2717922,2, 
411,411322,1502,2717962,2, 
411,411322,1502,2717971,2, 
411,411322,1502,2719544,2, 
411,411323,1500,1832151,2, 
411,411323,1477,1803341,2, 
411,411323,1478,1805205,2, 
411,411323,1478,1805206,2, 
411,411323,1496,1827930,2, 
411,411323,1506,1838130,2, 
411,411323,1506,1838847,2, 
411,411323,1510,1842307,2, 
411,411324,1492,728093,2, 
411,411325,1572,1028752,2, 
411,411325,1575,1030559,2, 
411,411326,1547,1123897,2, 
411,411326,1547,1123898,2, 
411,411326,1547,1124272,2, 
411,411326,1560,1135840,2, 
411,411326,1577,1147259,2, 
411,411326,1577,1147346,2, 
411,411326,1578,1147893,2, 
411,411327,1567,762600,2, 
411,411328,1366,415683,2, 
411,411328,1396,430128,2, 
411,411329,1361,1398774,2, 
411,411329,1363,1401656,2, 
411,411329,1368,1408590,2, 
411,411329,1368,1408591,2, 
411,411329,1369,1407594,2, 
411,411329,1369,1408164,2, 
411,411329,1371,1412181,2, 
411,411329,1371,1412182,2, 
411,411329,1390,1431358,2, 
411,411329,1390,1431409,2, 
411,411330,1361,3441520,2, 
411,411330,1361,3441715,2, 
411,411330,1361,3442314,2, 
411,411330,1362,3445270,2, 
411,411330,1365,3452670,2, 
411,411330,1390,3524536,2, 
411,411330,1390,3524595,2, 
411,411330,1390,3525424,2, 
411,411330,1390,3525810,2, 
411,411330,1390,3526371,2, 
411,411330,1390,3526550,2, 
411,411330,1390,3526585,2, 
411,411330,1393,3534262,2, 
411,411330,1395,3538072,2, 
411,411330,1395,3538137,2, 
411,411330,1397,3544344,2, 
411,411331,1350,483788,2, 
411,411331,1350,483789,2, 
411,411331,1352,489882,2, 
411,411331,1354,499448,2, 
411,411331,1363,535415,2, 
411,411331,1363,535416,2, 
411,411331,1374,578325,2, 
411,411331,1375,581314,2, 
411,411331,1375,581315,2, 
411,411331,1376,582683,2, 
411,411331,1376,583134,2, 
411,411331,1376,584115,2, 
411,411331,1376,584806,2, 
411,411331,1376,584807,2, 
411,411331,1376,585455,2, 
411,411331,1376,585456,2, 
411,411331,1376,585493,2, 
411,411331,1376,585678,2, 
411,411331,1376,586090,2, 
411,411331,1376,586415,2, 
411,411331,1377,590389,2, 
411,411336,1400,160880,2, 
411,411336,1372,104239,2, 
411,411336,1373,107503,2, 
411,411336,1375,110175,2, 
411,411336,1376,113191,2, 
411,411336,1378,116047,2, 
411,411336,1381,123377,2, 
411,411336,1390,141105,2, 
411,411336,1404,166840,2, 
411,411336,1404,166841,2, 
411,411336,1404,167052,2, 
411,411337,1392,2209299,2, 
411,411337,1405,2226578,2, 
411,411337,1410,2233075,2, 
411,411337,1420,2245289,2, 
411,411337,1421,2246038,2, 
411,411337,1421,2246081,2, 
411,411338,1403,194259,2, 
411,411338,1422,210955,2, 
411,411338,1422,211126,2, 
411,411338,1422,211573,2, 
411,411338,1427,215524,2, 
411,411339,1380,623021,2, 
411,411339,1381,626233,2, 
411,411339,1385,631208,2, 
411,411339,1408,675851,2, 
411,411339,1408,676011,2, 
411,411342,1316,124497,2, 
411,411342,1344,174309,2, 
411,411342,1344,174310,2, 
411,411342,1344,174311,2, 
411,411342,1344,174358,2, 
411,411342,1350,183805,2, 
411,411343,1340,407566,2, 
411,411343,1340,408041,2, 
411,411343,1342,411797,2, 
411,411343,1342,412899,2, 
411,411343,1358,443185,2, 
411,411343,1368,467911,2, 
411,411343,1368,468311,2, 
411,411343,1368,468826,2, 
411,411344,1362,2631178,2, 
411,411344,1362,2631839,2, 
411,411344,1363,2627725,2, 
411,411344,1363,2627743,2, 
411,411344,1363,2627756,2, 
411,411344,1363,2627824,2, 
411,411344,1363,2627938,2, 
411,411344,1363,2627946,2, 
411,411344,1363,2627995,2, 
411,411344,1363,2628372,2, 
411,411344,1363,2629902,2, 
411,411344,1368,2640629,2, 
411,411344,1369,2642739,2, 
411,411344,1371,2652681,2, 
411,411344,1371,2652682,2, 
411,411344,1373,2658289,2, 
411,411344,1374,2660925,2, 
411,411344,1382,2687957,2, 
411,411344,1390,2708282,2, 
411,411344,1390,2708338,2, 
411,411344,1390,2708405,2, 
411,411344,1390,2708451,2, 
411,411344,1390,2708460,2, 
411,411344,1390,2708461,2, 
411,411344,1390,2708483,2, 
411,411344,1390,2708511,2, 
411,411344,1390,2708531,2, 
411,411344,1390,2708540,2, 
411,411344,1390,2709394,2, 
411,411344,1390,2709395,2, 
411,411344,1392,2714888,2, 
411,411344,1393,2716041,2, 
411,411344,1395,2718758,2, 
411,411345,359,389205,2, 
411,411345,359,389206,2, 
411,411345,388,426345,2, 
411,411345,388,427498,2, 
411,411346,1388,1555622,2, 
411,411346,1394,1560333,2, 
411,411347,1341,54286,2, 
411,411347,1341,54870,2, 
411,411347,1360,83621,2, 
411,411347,1369,6462,2, 
411,411347,1370,7539,2, 
411,411349,363,244473,2, 
411,411349,363,244474,2, 
411,411349,363,245057,2, 
411,411349,367,249485,2, 
411,411349,390,279198,2, 
411,411349,391,280774,2, 
411,411349,391,281353,2, 
411,411349,393,283690,2, 
411,411350,362,114092,2, 
411,411350,362,114371,2, 
411,411350,365,116414,2, 
411,411350,396,142547,2, 
411,411351,1380,1957641,2, 
411,411351,1398,2001877,2, 
411,411351,1405,2006799,2, 
411,411351,1405,2007026,2, 
411,411352,1376,1127128,2, 
411,411352,1376,1128953,2, 
411,411352,1377,1129257,2, 
411,411352,1391,1176047,2, 
411,411352,1404,1207642,2, 
411,411352,1404,1207966,2, 
411,411352,1405,1213895,2, 
411,411353,1378,2481685,2, 
411,411353,1378,2482610,2, 
411,411353,1378,2483058,2, 
411,411353,1378,2483105,2, 
411,411353,1379,2483611,2, 
411,411353,1406,2528601,2, 
411,411354,1359,1522308,2, 
411,411354,1359,1522422,2, 
411,411354,1373,1561277,2, 
411,411354,1374,1564405,2, 
411,411354,1374,1564406,2, 
411,411354,1381,1578843,2, 
411,411354,1387,1588581,2, 
411,411354,1387,1588825,2, 
411,411354,1387,1588826,2, 
411,411355,1378,274425,2, 
411,411355,1382,280383,2, 
411,411355,1383,281682,2, 
411,411355,1396,299726,2, 
411,411355,1396,299727,2, 
411,411355,1406,307766,2, 
411,411355,1410,314948,2, 
411,411358,1692,173466,2, 
411,411359,1662,312722,2, 
411,411360,1687,42848,2, 
411,411361,1658,834357,2, 
411,411361,1658,834545,2, 
411,411362,1671,1631384,2, 
411,411362,1671,1631572,2, 
411,411362,1671,1631693,2, 
411,411362,1671,1631781,2, 
411,411368,1338,710714,2, 
411,411368,1369,733566,2, 
411,411368,1370,734146,2, 
411,411375,1335,546916,2, 
411,411375,1338,549677,2, 
411,411375,1344,553850,2, 
411,411375,1345,555899,2, 
411,411375,1349,558670,2, 
411,411375,1362,566757,2, 
411,411376,1356,775227,2, 
411,411376,1357,775823,2, 
411,411376,1360,779046,2, 
411,411376,1370,791328,2, 
411,411376,1372,793481,2, 
411,411376,1380,801273,2, 
411,411376,1383,803166,2, 
411,411376,1383,803216,2, 
411,411376,1385,806221,2, 
411,411376,1389,810354,2, 
411,411379,1145,497936,2, 
411,411379,1145,497956,2, 
411,411379,1147,502860,2, 
411,411379,1172,542600,2, 
411,411379,1173,543029,2, 
411,411379,1173,544298,2, 
411,411379,1174,545222,2, 
411,411379,1174,545223,2, 
411,411380,1292,179019,2, 
411,411380,1292,179022,2, 
411,411380,1292,179043,2, 
411,411380,1292,179108,2, 
411,411380,1292,179109,2, 
411,411380,1292,179121,2, 
411,411380,1292,179135,2, 
411,411380,1292,179475,2, 
411,411380,1292,180261,2, 
411,411380,1293,181774,2, 
411,411380,1293,182457,2, 
