ACTION_LIST,TIME_NEW,USER_NEW,VALUE,PREVIOUS_ACTION_LIST,PREVIOUS_TIME_NEW,PREVIOUS_USER_NEW,PREVIOUS_VALUE,TIMEDIFF_BETWEEN_TRANSACTIONS
687652,11/22/2010 10:35:46 AM,OrderExecuter,0,687590,11/22/2010 10:05:16 AM,OrderExecuter,1000,0.0211805555555556
687772,11/22/2010 11:06:14 AM,OrderExecuter,500,687658,11/22/2010 10:36:01 AM,OrderExecuter,1000,0.0209837962962963
662751,10/06/2010 12:40:24 PM,OrderExecuter,0,662732,10/06/2010 12:10:17 PM,OrderExecuter,2500,0.0209143518518519
693987,11/30/2010 9:44:44 AM,OrderExecuter,0,693955,11/30/2010 9:15:20 AM,OrderExecuter,0,0.0204166666666667
693740,11/29/2010 9:03:21 PM,OrderExecuter,0,693725,11/29/2010 8:34:35 PM,OrderExecuter,0,0.0199768518518519
675463,10/28/2010 12:15:50 PM,OrderExecuter,0,675401,10/28/2010 11:47:23 AM,OrderExecuter,500,0.0197569444444444
678773,11/02/2010 4:48:51 PM,OrderExecuter,0,678761,11/02/2010 4:20:42 PM,OrderExecuter,1000,0.0195486111111111
693291,11/29/2010 11:43:42 AM,OrderExecuter,0,693206,11/29/2010 11:15:41 AM,OrderExecuter,1000,0.0194560185185185
668043,10/19/2010 4:12:26 PM,OrderExecuter,0,668005,10/19/2010 3:44:51 PM,OrderExecuter,1000,0.0191550925925926
675221,10/28/2010 10:02:19 AM,OrderExecuter,0,675125,10/28/2010 9:34:54 AM,OrderExecuter,2500,0.0190393518518519
688214,11/22/2010 4:23:05 PM,OrderExecuter,0,688195,11/22/2010 3:55:44 PM,OrderExecuter,2000,0.0189930555555556
689530,11/24/2010 11:33:18 AM,OrderExecuter,2000,689446,11/24/2010 11:06:03 AM,OrderExecuter,500,0.0189236111111111
666704,10/16/2010 7:44:48 PM,OrderExecuter,0,666697,10/16/2010 7:17:37 PM,OrderExecuter,2500,0.0188773148148148
667227,10/18/2010 2:31:21 PM,OrderExecuter,5000,667185,10/18/2010 2:04:47 PM,OrderExecuter,500,0.0184490740740741
686817,11/19/2010 2:33:06 PM,OrderExecuter,0,686796,11/19/2010 2:06:32 PM,OrderExecuter,5000,0.0184490740740741
694694,11/30/2010 6:30:24 PM,OrderExecuter,0,694675,11/30/2010 6:04:35 PM,OrderExecuter,0,0.0179282407407407
687328,11/21/2010 1:13:25 PM,OrderExecuter,0,687320,11/21/2010 12:47:40 PM,OrderExecuter,500,0.0178819444444444
693080,11/29/2010 10:05:56 AM,OrderExecuter,0,693064,11/29/2010 9:40:12 AM,OrderExecuter,0,0.0178703703703704
676674,10/30/2010 8:54:01 PM,OrderExecuter,0,676662,10/30/2010 8:28:21 PM,OrderExecuter,1000,0.0178240740740741
682961,11/10/2010 12:49:29 PM,OrderExecuter,0,682943,11/10/2010 12:24:08 PM,OrderExecuter,2000,0.0176041666666667
694067,11/30/2010 10:52:51 AM,OrderExecuter,500,694025,11/30/2010 10:28:10 AM,OrderExecuter,2500,0.0171412037037037
694310,11/30/2010 12:49:27 PM,OrderExecuter,0,694274,11/30/2010 12:24:54 PM,OrderExecuter,2500,0.0170486111111111
694949,11/30/2010 10:30:19 PM,OrderExecuter,0,694922,11/30/2010 10:05:47 PM,OrderExecuter,0,0.017037037037037
660717,10/03/2010 10:16:59 AM,OrderExecuter,0,660706,10/03/2010 9:52:28 AM,OrderExecuter,0,0.017025462962963
686184,11/18/2010 1:33:17 PM,OrderExecuter,2500,686141,11/18/2010 1:08:55 PM,OrderExecuter,2500,0.0169212962962963
662300,10/05/2010 9:23:46 PM,OrderExecuter,0,662290,10/05/2010 8:59:49 PM,OrderExecuter,2500,0.0166319444444444
679396,11/03/2010 3:13:31 PM,OrderExecuter,1000,679382,11/03/2010 2:49:40 PM,OrderExecuter,2500,0.0165625
692839,11/28/2010 4:17:03 PM,OrderExecuter,0,692828,11/28/2010 3:53:16 PM,OrderExecuter,0,0.0165162037037037
694356,11/30/2010 1:12:56 PM,OrderExecuter,0,694311,11/30/2010 12:49:28 PM,OrderExecuter,1000,0.0162962962962963
660904,10/03/2010 9:52:57 PM,OrderExecuter,0,660888,10/03/2010 9:29:37 PM,OrderExecuter,2500,0.0162037037037037
669694,10/22/2010 1:47:56 PM,OrderExecuter,0,669677,10/22/2010 1:24:51 PM,OrderExecuter,500,0.0160300925925926
663763,10/09/2010 9:32:13 AM,OrderExecuter,0,663759,10/09/2010 9:09:11 AM,OrderExecuter,5000,0.0159953703703704
692462,11/26/2010 2:31:56 PM,OrderExecuter,0,692453,11/26/2010 2:09:09 PM,OrderExecuter,1000,0.0158217592592593
669601,10/22/2010 12:13:08 PM,OrderExecuter,1000,669545,10/22/2010 11:50:24 AM,OrderExecuter,1000,0.015787037037037
670140,10/24/2010 2:41:09 PM,OrderExecuter,2000,670130,10/24/2010 2:18:27 PM,OrderExecuter,0,0.0157638888888889
687314,11/21/2010 12:29:26 PM,OrderExecuter,0,687312,11/21/2010 12:06:52 PM,OrderExecuter,2000,0.0156712962962963
694741,11/30/2010 7:26:18 PM,OrderExecuter,2500,694716,11/30/2010 7:03:53 PM,OrderExecuter,2000,0.0155671296296296
692356,11/26/2010 9:34:46 AM,OrderExecuter,2500,692348,11/26/2010 9:12:31 AM,OrderExecuter,2000,0.0154513888888889
692656,11/27/2010 3:36:04 PM,OrderExecuter,0,692654,11/27/2010 3:14:01 PM,OrderExecuter,1000,0.0153125
662888,10/06/2010 7:03:51 PM,OrderExecuter,0,662880,10/06/2010 6:41:56 PM,OrderExecuter,2000,0.0152199074074074
685990,11/18/2010 12:16:45 PM,OrderExecuter,1000,685949,11/18/2010 11:54:57 AM,OrderExecuter,5000,0.0151388888888889
677639,11/01/2010 10:23:43 AM,OrderExecuter,2000,677611,11/01/2010 10:01:57 AM,OrderExecuter,2000,0.0151157407407407
660114,10/01/2010 2:34:59 PM,OrderExecuter,2000,660105,10/01/2010 2:13:18 PM,OrderExecuter,5000,0.0150578703703704
660349,10/01/2010 8:57:58 PM,OrderExecuter,0,660342,10/01/2010 8:36:32 PM,OrderExecuter,0,0.0148842592592593
686476,11/18/2010 10:11:52 PM,OrderExecuter,2000,686472,11/18/2010 9:50:26 PM,OrderExecuter,2000,0.0148842592592593
682031,11/08/2010 7:18:44 PM,OrderExecuter,0,682029,11/08/2010 6:57:24 PM,OrderExecuter,500,0.0148148148148148
692730,11/28/2010 9:18:20 AM,OrderExecuter,0,692728,11/28/2010 8:57:05 AM,OrderExecuter,2500,0.0147569444444444
693037,11/29/2010 9:03:16 AM,OrderExecuter,0,693019,11/29/2010 8:42:09 AM,OrderExecuter,0,0.0146643518518519
669676,10/22/2010 1:24:50 PM,OrderExecuter,0,669654,10/22/2010 1:03:49 PM,OrderExecuter,1000,0.0145949074074074
693531,11/29/2010 3:05:14 PM,OrderExecuter,0,693496,11/29/2010 2:44:15 PM,OrderExecuter,2000,0.0145717592592593
693712,11/29/2010 7:47:07 PM,OrderExecuter,0,693704,11/29/2010 7:26:10 PM,OrderExecuter,0,0.0145486111111111
688353,11/22/2010 10:27:37 PM,OrderExecuter,1000,688340,11/22/2010 10:06:49 PM,OrderExecuter,0,0.0144444444444444
692039,11/25/2010 7:29:12 AM,OrderExecuter,0,691597,11/25/2010 7:08:41 AM,OrderExecuter,2000,0.0142476851851852
660522,10/02/2010 2:33:50 PM,OrderExecuter,1000,660513,10/02/2010 2:13:34 PM,OrderExecuter,1000,0.0140740740740741
689566,11/24/2010 11:55:38 AM,OrderExecuter,0,689538,11/24/2010 11:35:34 AM,OrderExecuter,1000,0.0139351851851852
688324,11/22/2010 9:16:27 PM,OrderExecuter,0,688321,11/22/2010 8:56:26 PM,OrderExecuter,0,0.013900462962963
686436,11/18/2010 6:01:16 PM,OrderExecuter,0,686432,11/18/2010 5:41:17 PM,OrderExecuter,1000,0.0138773148148148
673484,10/26/2010 10:43:51 AM,OrderExecuter,2500,673455,10/26/2010 10:24:12 AM,OrderExecuter,1000,0.0136458333333333
683603,11/11/2010 10:47:28 PM,OrderExecuter,1000,683597,11/11/2010 10:28:09 PM,OrderExecuter,1000,0.0134143518518519
688671,11/23/2010 10:52:36 AM,OrderExecuter,0,688627,11/23/2010 10:33:26 AM,OrderExecuter,0,0.0133101851851852
693704,11/29/2010 7:26:10 PM,OrderExecuter,0,693697,11/29/2010 7:07:16 PM,OrderExecuter,5000,0.013125
692785,11/28/2010 1:08:45 PM,OrderExecuter,0,692783,11/28/2010 12:49:56 PM,OrderExecuter,500,0.0130671296296296
689585,11/24/2010 12:14:26 PM,OrderExecuter,0,689567,11/24/2010 11:55:39 AM,OrderExecuter,2000,0.0130439814814815
688574,11/23/2010 10:09:07 AM,OrderExecuter,0,688523,11/23/2010 9:50:26 AM,OrderExecuter,5000,0.012974537037037
687341,11/21/2010 2:19:03 PM,OrderExecuter,0,687336,11/21/2010 2:00:27 PM,OrderExecuter,2000,0.0129166666666667
691597,11/25/2010 7:08:41 AM,OrderExecuter,2000,691088,11/25/2010 6:50:18 AM,OrderExecuter,1000,0.0127662037037037
677611,11/01/2010 10:01:57 AM,OrderExecuter,2000,677592,11/01/2010 9:43:41 AM,OrderExecuter,1000,0.0126851851851852
681010,11/05/2010 5:41:17 PM,OrderExecuter,0,681008,11/05/2010 5:23:22 PM,OrderExecuter,1000,0.0124421296296296
683524,11/11/2010 3:03:13 PM,OrderExecuter,0,683509,11/11/2010 2:45:20 PM,OrderExecuter,2000,0.0124189814814815
694596,11/30/2010 4:30:59 PM,OrderExecuter,0,694576,11/30/2010 4:13:29 PM,OrderExecuter,5000,0.0121527777777778
694467,11/30/2010 2:38:43 PM,OrderExecuter,0,694447,11/30/2010 2:21:14 PM,OrderExecuter,500,0.0121412037037037
682356,11/09/2010 12:06:04 PM,OrderExecuter,2000,682319,11/09/2010 11:48:37 AM,OrderExecuter,500,0.0121180555555556
663940,10/10/2010 11:15:35 AM,OrderExecuter,0,663938,10/10/2010 10:58:18 AM,OrderExecuter,1000,0.0120023148148148
687245,11/21/2010 8:22:12 AM,OrderExecuter,0,687243,11/21/2010 8:04:57 AM,OrderExecuter,5000,0.0119791666666667
686505,11/19/2010 7:11:09 AM,OrderExecuter,0,686504,11/19/2010 6:53:57 AM,OrderExecuter,2000,0.0119444444444444
694538,11/30/2010 3:42:06 PM,OrderExecuter,1000,694524,11/30/2010 3:24:59 PM,OrderExecuter,0,0.0118865740740741
678449,11/02/2010 11:30:21 AM,OrderExecuter,0,678397,11/02/2010 11:13:23 AM,OrderExecuter,2500,0.0117824074074074
687589,11/22/2010 10:05:14 AM,OrderExecuter,0,687571,11/22/2010 9:48:28 AM,OrderExecuter,2000,0.0116435185185185
694560,11/30/2010 3:58:51 PM,OrderExecuter,1000,694538,11/30/2010 3:42:06 PM,OrderExecuter,1000,0.0116319444444444
687308,11/21/2010 11:59:11 AM,OrderExecuter,0,687306,11/21/2010 11:42:38 AM,OrderExecuter,1000,0.0114930555555556
687473,11/22/2010 7:11:19 AM,OrderExecuter,2500,687471,11/22/2010 6:55:09 AM,OrderExecuter,2000,0.0112268518518519
693772,11/29/2010 10:07:36 PM,OrderExecuter,0,693762,11/29/2010 9:51:28 PM,OrderExecuter,0,0.0112037037037037
694010,11/30/2010 10:10:30 AM,OrderExecuter,0,694000,11/30/2010 9:54:25 AM,OrderExecuter,2500,0.0111689814814815
694657,11/30/2010 5:30:20 PM,OrderExecuter,0,694645,11/30/2010 5:14:22 PM,OrderExecuter,500,0.011087962962963
683465,11/11/2010 1:47:46 PM,OrderExecuter,0,683449,11/11/2010 1:31:50 PM,OrderExecuter,2000,0.0110648148148148
685616,11/17/2010 7:51:09 PM,OrderExecuter,0,685612,11/17/2010 7:35:23 PM,OrderExecuter,1000,0.0109490740740741
693063,11/29/2010 9:40:11 AM,OrderExecuter,0,693053,11/29/2010 9:24:27 AM,OrderExecuter,1000,0.0109259259259259
666970,10/18/2010 10:14:07 AM,OrderExecuter,0,666966,10/18/2010 9:58:34 AM,OrderExecuter,2500,0.0107986111111111
671012,10/25/2010 3:10:48 PM,OrderExecuter,0,670987,10/25/2010 2:55:18 PM,OrderExecuter,1000,0.0107638888888889
694510,11/30/2010 3:12:48 PM,OrderExecuter,0,694493,11/30/2010 2:57:18 PM,OrderExecuter,0,0.0107638888888889
683205,11/10/2010 8:43:28 PM,OrderExecuter,2000,683204,11/10/2010 8:28:09 PM,OrderExecuter,1000,0.0106365740740741
685353,11/17/2010 12:13:31 PM,OrderExecuter,500,685340,11/17/2010 11:58:20 AM,OrderExecuter,2000,0.0105439814814815
680220,11/05/2010 9:32:42 AM,OrderExecuter,0,680204,11/05/2010 9:17:32 AM,OrderExecuter,2000,0.0105324074074074
681542,11/08/2010 9:48:29 AM,OrderExecuter,500,681515,11/08/2010 9:33:41 AM,OrderExecuter,0,0.0102777777777778
694575,11/30/2010 4:13:28 PM,OrderExecuter,0,694560,11/30/2010 3:58:51 PM,OrderExecuter,1000,0.010150462962963
694610,11/30/2010 4:45:22 PM,OrderExecuter,2000,694596,11/30/2010 4:30:59 PM,OrderExecuter,0,0.00998842592592593
694964,11/30/2010 10:44:27 PM,OrderExecuter,0,694949,11/30/2010 10:30:19 PM,OrderExecuter,0,0.00981481481481481
692675,11/27/2010 6:07:43 PM,OrderExecuter,2000,692672,11/27/2010 5:53:37 PM,OrderExecuter,2000,0.00979166666666667
685876,11/18/2010 11:00:47 AM,OrderExecuter,500,685846,11/18/2010 10:47:04 AM,OrderExecuter,1000,0.00952546296296296
687242,11/21/2010 8:04:56 AM,OrderExecuter,0,687241,11/21/2010 7:51:19 AM,OrderExecuter,1000,0.00945601851851852
686911,11/19/2010 3:27:02 PM,OrderExecuter,0,686881,11/19/2010 3:13:29 PM,OrderExecuter,2000,0.00940972222222222
683448,11/11/2010 1:31:49 PM,OrderExecuter,0,683443,11/11/2010 1:18:25 PM,OrderExecuter,1000,0.00930555555555556
660120,10/01/2010 2:48:05 PM,OrderExecuter,0,660114,10/01/2010 2:34:59 PM,OrderExecuter,2000,0.00909722222222222
694820,11/30/2010 8:45:23 PM,OrderExecuter,0,694799,11/30/2010 8:32:26 PM,OrderExecuter,0,0.00899305555555556
692732,11/28/2010 9:31:10 AM,OrderExecuter,2000,692731,11/28/2010 9:18:20 AM,OrderExecuter,2500,0.00891203703703704
660533,10/02/2010 2:49:25 PM,OrderExecuter,2500,660527,10/02/2010 2:36:37 PM,OrderExecuter,2500,0.00888888888888889
682224,11/09/2010 10:22:31 AM,OrderExecuter,0,682215,11/09/2010 10:09:46 AM,OrderExecuter,2500,0.00885416666666667
668201,10/20/2010 9:01:59 AM,OrderExecuter,0,668199,10/20/2010 8:49:29 AM,OrderExecuter,2000,0.00868055555555556
694622,11/30/2010 4:57:51 PM,OrderExecuter,0,694610,11/30/2010 4:45:22 PM,OrderExecuter,2000,0.00866898148148148
694493,11/30/2010 2:57:18 PM,OrderExecuter,0,694477,11/30/2010 2:45:04 PM,OrderExecuter,2500,0.00849537037037037
694523,11/30/2010 3:24:58 PM,OrderExecuter,0,694511,11/30/2010 3:12:49 PM,OrderExecuter,500,0.0084375
694021,11/30/2010 10:26:42 AM,OrderExecuter,0,694014,11/30/2010 10:14:34 AM,OrderExecuter,0,0.00842592592592593
693563,11/29/2010 3:32:48 PM,OrderExecuter,500,693539,11/29/2010 3:20:51 PM,OrderExecuter,0,0.00829861111111111
684854,11/16/2010 2:16:47 PM,OrderExecuter,0,684840,11/16/2010 2:04:52 PM,OrderExecuter,2000,0.00827546296296296
670129,10/24/2010 2:18:27 PM,OrderExecuter,0,670127,10/24/2010 2:06:33 PM,OrderExecuter,1000,0.00826388888888889
688627,11/23/2010 10:33:26 AM,OrderExecuter,0,688601,11/23/2010 10:21:33 AM,OrderExecuter,1000,0.00825231481481481
669834,10/22/2010 8:05:37 PM,OrderExecuter,0,669831,10/22/2010 7:53:49 PM,OrderExecuter,2000,0.00819444444444444
688698,11/23/2010 11:04:23 AM,OrderExecuter,0,688672,11/23/2010 10:52:37 AM,OrderExecuter,2000,0.0081712962962963
660358,10/01/2010 9:12:35 PM,OrderExecuter,500,660352,10/01/2010 9:00:56 PM,OrderExecuter,2000,0.00809027777777778
687368,11/21/2010 6:00:22 PM,OrderExecuter,1000,687363,11/21/2010 5:48:45 PM,OrderExecuter,0,0.00806712962962963
693044,11/29/2010 9:14:51 AM,OrderExecuter,5000,693037,11/29/2010 9:03:16 AM,OrderExecuter,0,0.00804398148148148
682199,11/09/2010 9:58:49 AM,OrderExecuter,0,682188,11/09/2010 9:47:15 AM,OrderExecuter,2500,0.00803240740740741
693206,11/29/2010 11:15:41 AM,OrderExecuter,1000,693151,11/29/2010 11:04:13 AM,OrderExecuter,2000,0.00796296296296296
693534,11/29/2010 3:16:31 PM,OrderExecuter,0,693532,11/29/2010 3:05:14 PM,OrderExecuter,500,0.00783564814814815
692843,11/28/2010 4:28:14 PM,OrderExecuter,0,692840,11/28/2010 4:17:04 PM,OrderExecuter,2000,0.00775462962962963
683526,11/11/2010 3:14:14 PM,OrderExecuter,1000,683525,11/11/2010 3:03:14 PM,OrderExecuter,2000,0.00763888888888889
682214,11/09/2010 10:09:45 AM,OrderExecuter,0,682200,11/09/2010 9:58:50 AM,OrderExecuter,2500,0.00758101851851852
687912,11/22/2010 1:46:04 PM,OrderExecuter,2500,687906,11/22/2010 1:35:11 PM,OrderExecuter,500,0.00755787037037037
694763,11/30/2010 7:47:35 PM,OrderExecuter,1000,694750,11/30/2010 7:36:46 PM,OrderExecuter,0,0.00751157407407407
693390,11/29/2010 1:06:35 PM,OrderExecuter,5000,693373,11/29/2010 12:55:48 PM,OrderExecuter,5000,0.00748842592592593
683651,11/12/2010 9:03:53 AM,OrderExecuter,0,683645,11/12/2010 8:53:35 AM,OrderExecuter,1000,0.00715277777777778
687345,11/21/2010 2:29:01 PM,OrderExecuter,1000,687342,11/21/2010 2:19:03 PM,OrderExecuter,1000,0.0069212962962963
659870,10/01/2010 11:10:17 AM,OrderExecuter,0,659845,10/01/2010 11:00:24 AM,OrderExecuter,1000,0.00686342592592593
687318,11/21/2010 12:39:08 PM,OrderExecuter,2500,687315,11/21/2010 12:29:27 PM,OrderExecuter,1000,0.00672453703703704
688600,11/23/2010 10:21:32 AM,OrderExecuter,0,688579,11/23/2010 10:11:54 AM,OrderExecuter,0,0.00668981481481481
693999,11/30/2010 9:54:24 AM,OrderExecuter,0,693988,11/30/2010 9:44:46 AM,OrderExecuter,1000,0.00668981481481481
692951,11/28/2010 11:05:44 PM,OrderExecuter,1000,692950,11/28/2010 10:56:07 PM,OrderExecuter,1000,0.00667824074074074
693053,11/29/2010 9:24:27 AM,OrderExecuter,1000,693044,11/29/2010 9:14:51 AM,OrderExecuter,5000,0.00666666666666667
692511,11/26/2010 4:06:58 PM,OrderExecuter,0,692502,11/26/2010 3:57:28 PM,OrderExecuter,2000,0.00659722222222222
660720,10/03/2010 10:26:25 AM,OrderExecuter,0,660717,10/03/2010 10:16:59 AM,OrderExecuter,0,0.00655092592592593
689713,11/24/2010 3:08:50 PM,OrderExecuter,1000,689708,11/24/2010 2:59:25 PM,OrderExecuter,2000,0.00653935185185185
688356,11/22/2010 10:36:56 PM,OrderExecuter,0,688353,11/22/2010 10:27:37 PM,OrderExecuter,1000,0.00646990740740741
686629,11/19/2010 11:30:13 AM,OrderExecuter,0,686616,11/19/2010 11:21:01 AM,OrderExecuter,2500,0.00638888888888889
678037,11/01/2010 8:17:03 PM,OrderExecuter,0,678031,11/01/2010 8:07:55 PM,OrderExecuter,1000,0.00634259259259259
683186,11/10/2010 7:23:22 PM,OrderExecuter,2000,683183,11/10/2010 7:14:33 PM,OrderExecuter,500,0.00612268518518519
693779,11/29/2010 10:16:22 PM,OrderExecuter,0,693772,11/29/2010 10:07:36 PM,OrderExecuter,0,0.00608796296296296
663666,10/08/2010 3:15:10 PM,OrderExecuter,0,663660,10/08/2010 3:06:27 PM,OrderExecuter,1000,0.00605324074074074
687319,11/21/2010 12:47:39 PM,OrderExecuter,0,687318,11/21/2010 12:39:08 PM,OrderExecuter,2500,0.00591435185185185
660341,10/01/2010 8:36:31 PM,OrderExecuter,0,660338,10/01/2010 8:28:02 PM,OrderExecuter,0,0.0058912037037037
692502,11/26/2010 3:57:28 PM,OrderExecuter,2000,692498,11/26/2010 3:49:00 PM,OrderExecuter,1000,0.00587962962962963
688194,11/22/2010 3:55:44 PM,OrderExecuter,0,688187,11/22/2010 3:47:26 PM,OrderExecuter,2000,0.00576388888888889
686729,11/19/2010 12:43:14 PM,OrderExecuter,0,686718,11/19/2010 12:35:08 PM,OrderExecuter,2000,0.005625
685611,11/17/2010 7:35:22 PM,OrderExecuter,0,685606,11/17/2010 7:27:19 PM,OrderExecuter,2000,0.00559027777777778
679749,11/04/2010 2:03:56 PM,OrderExecuter,1000,679745,11/04/2010 1:55:58 PM,OrderExecuter,0,0.00553240740740741
694643,11/30/2010 5:11:22 PM,OrderExecuter,2000,694633,11/30/2010 5:03:26 PM,OrderExecuter,2500,0.00550925925925926
693495,11/29/2010 2:44:14 PM,OrderExecuter,0,693485,11/29/2010 2:36:25 PM,OrderExecuter,2000,0.00542824074074074
659841,10/01/2010 11:00:11 AM,OrderExecuter,1000,659817,10/01/2010 10:52:27 AM,OrderExecuter,1000,0.00537037037037037
686788,11/19/2010 2:02:33 PM,OrderExecuter,0,686783,11/19/2010 1:54:53 PM,OrderExecuter,1000,0.00532407407407407
687311,11/21/2010 12:06:52 PM,OrderExecuter,0,687309,11/21/2010 11:59:12 AM,OrderExecuter,500,0.00532407407407407
692612,11/27/2010 12:35:54 PM,OrderExecuter,0,692611,11/27/2010 12:28:22 PM,OrderExecuter,2000,0.00523148148148148
669836,10/22/2010 8:12:59 PM,OrderExecuter,0,669835,10/22/2010 8:05:38 PM,OrderExecuter,1000,0.00510416666666667
660842,10/03/2010 7:25:33 PM,OrderExecuter,0,660841,10/03/2010 7:18:14 PM,OrderExecuter,2000,0.00508101851851852
678470,11/02/2010 11:37:39 AM,OrderExecuter,0,678450,11/02/2010 11:30:21 AM,OrderExecuter,2000,0.00506944444444444
681479,11/08/2010 8:42:04 AM,OrderExecuter,0,681473,11/08/2010 8:34:47 AM,OrderExecuter,1000,0.00505787037037037
666890,10/18/2010 12:14:38 AM,OrderExecuter,0,666889,10/18/2010 12:07:48 AM,OrderExecuter,2500,0.00474537037037037
660826,10/03/2010 6:31:16 PM,OrderExecuter,0,660822,10/03/2010 6:24:31 PM,OrderExecuter,1000,0.0046875
693762,11/29/2010 9:51:28 PM,OrderExecuter,0,693758,11/29/2010 9:44:50 PM,OrderExecuter,0,0.00460648148148148
693573,11/29/2010 3:39:22 PM,OrderExecuter,500,693563,11/29/2010 3:32:48 PM,OrderExecuter,500,0.00456018518518519
693757,11/29/2010 9:44:49 PM,OrderExecuter,0,693754,11/29/2010 9:38:30 PM,OrderExecuter,2000,0.00438657407407407
675689,10/28/2010 7:27:10 PM,OrderExecuter,2000,675687,10/28/2010 7:20:54 PM,OrderExecuter,1000,0.00435185185185185
694750,11/30/2010 7:36:46 PM,OrderExecuter,0,694745,11/30/2010 7:30:31 PM,OrderExecuter,0,0.00434027777777778
688187,11/22/2010 3:47:26 PM,OrderExecuter,2000,688170,11/22/2010 3:41:14 PM,OrderExecuter,2000,0.00430555555555556
692473,11/26/2010 3:15:54 PM,OrderExecuter,0,692472,11/26/2010 3:09:43 PM,OrderExecuter,1000,0.00429398148148148
694440,11/30/2010 2:18:17 PM,OrderExecuter,0,694421,11/30/2010 2:12:15 PM,OrderExecuter,0,0.00418981481481481
694799,11/30/2010 8:32:26 PM,OrderExecuter,0,694794,11/30/2010 8:26:25 PM,OrderExecuter,2000,0.00417824074074074
687939,11/22/2010 1:56:47 PM,OrderExecuter,0,687921,11/22/2010 1:50:56 PM,OrderExecuter,2500,0.0040625
660318,10/01/2010 7:34:07 PM,OrderExecuter,1000,660310,10/01/2010 7:28:28 PM,OrderExecuter,0,0.00392361111111111
685552,11/17/2010 4:27:32 PM,OrderExecuter,0,685546,11/17/2010 4:21:59 PM,OrderExecuter,2500,0.00385416666666667
694632,11/30/2010 5:03:25 PM,OrderExecuter,0,694623,11/30/2010 4:57:52 PM,OrderExecuter,2500,0.00385416666666667
688906,11/23/2010 1:19:36 PM,OrderExecuter,5000,688890,11/23/2010 1:14:08 PM,OrderExecuter,1000,0.0037962962962963
694072,11/30/2010 10:58:13 AM,OrderExecuter,2000,694067,11/30/2010 10:52:51 AM,OrderExecuter,500,0.00372685185185185
685124,11/17/2010 9:57:19 AM,OrderExecuter,1000,685067,11/17/2010 9:51:59 AM,OrderExecuter,2000,0.0037037037037037
693484,11/29/2010 2:36:25 PM,OrderExecuter,0,693478,11/29/2010 2:31:05 PM,OrderExecuter,0,0.0037037037037037
676641,10/30/2010 6:51:23 PM,OrderExecuter,0,676639,10/30/2010 6:46:06 PM,OrderExecuter,500,0.00366898148148148
686517,11/19/2010 9:25:00 AM,OrderExecuter,0,686515,11/19/2010 9:19:49 AM,OrderExecuter,5000,0.00359953703703704
687331,11/21/2010 1:18:20 PM,OrderExecuter,0,687329,11/21/2010 1:13:26 PM,OrderExecuter,2000,0.00340277777777778
687921,11/22/2010 1:50:56 PM,OrderExecuter,2500,687912,11/22/2010 1:46:04 PM,OrderExecuter,2500,0.00337962962962963
692654,11/27/2010 3:14:01 PM,OrderExecuter,1000,692652,11/27/2010 3:09:23 PM,OrderExecuter,2500,0.00321759259259259
693444,11/29/2010 1:59:30 PM,OrderExecuter,0,693442,11/29/2010 1:54:56 PM,OrderExecuter,0,0.0031712962962963
684840,11/16/2010 2:04:52 PM,OrderExecuter,2000,684834,11/16/2010 2:00:26 PM,OrderExecuter,2000,0.0030787037037037
668504,10/20/2010 5:22:21 PM,OrderExecuter,0,668501,10/20/2010 5:17:57 PM,OrderExecuter,1000,0.00305555555555556
692532,11/26/2010 5:00:57 PM,OrderExecuter,500,692530,11/26/2010 4:56:35 PM,OrderExecuter,500,0.00303240740740741
693539,11/29/2010 3:20:51 PM,OrderExecuter,0,693535,11/29/2010 3:16:32 PM,OrderExecuter,500,0.00299768518518519
689707,11/24/2010 2:59:23 PM,OrderExecuter,0,689704,11/24/2010 2:55:05 PM,OrderExecuter,1000,0.00298611111111111
693785,11/29/2010 10:21:19 PM,OrderExecuter,0,693781,11/29/2010 10:17:04 PM,OrderExecuter,2000,0.00295138888888889
694745,11/30/2010 7:30:31 PM,OrderExecuter,0,694741,11/30/2010 7:26:18 PM,OrderExecuter,2500,0.00292824074074074
682057,11/08/2010 8:34:00 PM,OrderExecuter,0,682056,11/08/2010 8:29:53 PM,OrderExecuter,1000,0.0028587962962963
681351,11/07/2010 9:50:34 PM,OrderExecuter,1000,681350,11/07/2010 9:46:28 PM,OrderExecuter,1000,0.00284722222222222
694014,11/30/2010 10:14:34 AM,OrderExecuter,0,694010,11/30/2010 10:10:30 AM,OrderExecuter,0,0.00282407407407407
686796,11/19/2010 2:06:32 PM,OrderExecuter,5000,686789,11/19/2010 2:02:33 PM,OrderExecuter,500,0.0027662037037037
687269,11/21/2010 9:18:24 AM,OrderExecuter,0,687266,11/21/2010 9:14:26 AM,OrderExecuter,2000,0.00275462962962963
685179,11/17/2010 10:02:11 AM,OrderExecuter,500,685136,11/17/2010 9:58:22 AM,OrderExecuter,2000,0.00265046296296296
669698,10/22/2010 1:51:41 PM,OrderExecuter,1000,669695,10/22/2010 1:47:57 PM,OrderExecuter,1000,0.00259259259259259
685339,11/17/2010 11:58:18 AM,OrderExecuter,0,685338,11/17/2010 11:54:38 AM,OrderExecuter,0,0.0025462962962963
